Header
;johnnycash;willienelson;dollyparton;hankwilliams;faithhill;dixiechicks;garthbrooks;kennyrogers;timmcgraw;hanksnow;brooksanddunn;leehazlewood;kennychesney;jimreeves;rogermiller;kriskristofferson;bobdylan;jonimitchell;leonardcohen;joanbaez;townesvanzandt;peteseeger;suzannevega;tracychapman;timbuckley;steeleyespan;woodyguthrie;donovan;catstevens;johndenver;donmclean;crosbystillsnash;milesdavis;davebrubeck;billieholiday;dukeellington;djangoreinhardt;glennmiller;ellafitzgerald;louisarmstrong;natkingcole;herbiehancock;ninasimone;johncoltrane;charlieparker;countbasie;theloniousmonk;cannonballadderley;johnleehooker;muddywaters;tajmahal;johnmayall;bigbillbroonzy;bbking;howlinwolf;williedixon;blindlemonjefferson;blindwilliemctell;mississippijohnhurt;tbonewalker;ettajames;lightninhopkins;otisrush;albertking;jamesbrown;marvingaye;otisredding;solomonburke;samcooke;arethafranklin;algreen;thetemptations;thedrifters;fatsdomino;thesupremes;isaachayes;aliciakeys;erykahbadu;indiaarie;jillscott;ironmaiden;megadeth;slayer;sepultura;blacksabbath;anthrax;alicecooper;deeppurple;defleppard;acdc;judaspriest;kiss;metallica;pantera;queensryche;skidrow;nirvana;beck;smashingpumpkins;radiohead;belleandsebastian;aliceinchains;echoandthebunnymen;sonicyouth;weezer;pearljam;foofighters;hole;bush;thesmiths;depechemode;janesaddiction;pattismith;sexpistols;sidvicious;ramones;badreligion;theclash;nofx;deadkennedys;buzzcocks;greenday;blink182;sum41;themisfits;rancid;screechingweasel;pennywise;eminem;drdre;publicenemy;missyelliot;cypresshill;50cent;rundmc;grandmasterflash;2pac;snoopdogg;jayz;bustarhymes;llcoolj;dmx;icecube;mystikal;aphextwin;daftpunk;kraftwerk;chemicalbrothers;fatboyslim;basementjaxx;carlcox;moloko;pauloakenfold;prodigy;armandvanhelden;moby;massiveattack;mouseonmars;jimitenor;underworld;bobmarley;jimmycliff;petertosh;ziggymarley;seanpaul;alphablondy;shaggy;maxipriest;shabbaranks;ub40;innercircle;desmonddekker;capleton;bountykiller;eddygrant;blackuhuru;therollingstones;theanimals;thefaces;thekinks;thewho;elvispresley;chuckberry;littlerichard;jerryleelewis;buddyholly;bodiddley;billhaley;chubbychecker;theyardbirds;carlperkins;genevincent;madonna;britneyspears;nsync;justintimberlake;abba;michaeljackson;janetjackson;prince;spicegirls;christinaaguilera;robbiewilliams;nellyfurtado;avrillavigne;jenniferlopez;otown;shakira;wolfgangamadeusmozart;ludwigvanbeethoven;johannsebastianbach;josephhaydn;johannesbrahms;fredericchopin;antonindvorak;gustavmahler;franzschubert;antoniovivaldi;richardwagner;herbertvonkarajan;yehudimenuhin;georgfriedrichhaendel;tchaikovsky;giuseppeverdi;
screechingweasel;0,016671;0,001338;0,002581;0,000612;0,009511;0,002635;0,002406;0,001608;0,001389;0,000146;0;0,007659;0,004505;0,000854;0,000889;0,001757;0,015535;0,004449;0,013503;0,003112;0,00097;0,000328;0,014609;0,008849;0,013639;0,003426;0,000383;0,006807;0,009994;0,00312;0,014814;0,004558;0,000807;0,000435;0,000257;0,000421;0,000384;0,000771;0,000265;0,000696;0,000584;0,000272;0,000352;0,000288;0,000417;0,000267;0,000141;0,000283;0,001633;0,000959;0,006446;0,003628;0,00029;0;0,000751;0,000147;0,000139;0,000278;0,000535;0,000588;0,00115;0,000295;0,001256;0,001192;0,002112;0,000646;0,000887;0,001323;0,001318;0,00133;0,000552;0,002539;0,001921;0,002546;0,001907;0,00085;0,003148;0,002172;0;0,000645;0,00893;0,006073;0,004805;0,008252;0,01359;0,005725;0,020538;0,018813;0,024052;0,028092;0,005691;0,020343;0,015717;0,008468;0,011771;0,014968;0,091975;0,051391;0,042273;0,047457;0,028919;0,024644;0,001915;0,073308;0,134198;0,033305;0,085236;0,119738;0,047041;0,045166;0,013865;0,061782;0,455588;0,890205;0,861287;0,901767;0,913784;0,852492;0,929499;0,872231;0,881469;0,792944;0,639192;0,841978;0,662923;0,897052;1;0,924899;0,007558;0,005892;0,010801;0,002984;0,01327;0,006436;0,012866;0,010819;0,006151;0,00687;0,007247;0,006131;0,008245;0,005869;0,006499;0,012355;0,001298;0,003187;0,001215;0;0,004803;0,004019;0;0,002289;0,00059;0,003775;0,00042;0,011232;0,003461;0,002831;0,000677;0,002071;0,006615;0,005296;0,002601;0,001116;0,009224;0,000072;0,004957;0,0038;0,000502;0,009736;0,005974;0,017294;0,00006;0,000776;0,004819;0,000409;0,028452;0,029178;0;0,030108;0,036954;0,018912;0,013976;0,011891;0,006982;0,015436;0,010097;0,010984;0,006385;0,018093;0,003949;0,004361;0,012345;0,010764;0,005968;0,008729;0,00886;0,015683;0,009964;0,020978;0,012638;0,009757;0,022173;0,010235;0,204449;0,007689;0,027573;0,016332;0;0;0;0;0;0;0;0;0;0;0;0;0,001026;0;0;0;
pennywise;0,034876;0,002955;0,002283;0,000849;0,016318;0,001798;0,001715;0,00323;0,001705;0,00014;0;0,010612;0,010221;0,000379;0,000657;0,004039;0,046261;0,011315;0,036092;0,01726;0,001908;0,033294;0,024667;0,020041;0,038121;0,01042;0,023355;0,01931;0,027949;0,005941;0,038712;0;0,001974;0,000278;0,000247;0,00027;0,001168;0,000741;0,000254;0,000669;0,000499;0,000261;0,000338;0,000277;0,000401;0,000257;0,000136;0,000272;0,004205;0,000425;0,017862;0,010835;0,000139;0;0,001658;0,000141;0,000133;0,000267;0,000385;0,001482;0,002782;0,000283;0,00382;0,003006;0,005579;0,000248;0,001639;0,00375;0,0018;0,002678;0,000398;0,005652;0,002285;0,006988;0,002178;0,001459;0,000576;0,002086;0;0,000568;0,020274;0,010301;0,006993;0,013854;0,035234;0,009504;0,056841;0,055908;0,063334;0,06853;0,011472;0,055029;0,035086;0,014074;0,0319;0,035942;0,137055;0,097707;0,104433;0,105982;0,031721;0,06221;0;0,10865;0,207018;0,085604;0,17141;0,162557;0,11184;0,066311;0,02682;0,132906;0,505767;0,918346;0,880923;0,944183;0,989246;0,897961;0,969258;0,926692;0,892858;0,823971;0,581993;0,838894;0,666413;0,916955;0,924899;1;0,005253;0,001474;0,031614;0;0,016419;0,002824;0,001997;0,000328;0,001868;0,002933;0,001823;0,000214;0,00022;0,002738;0,002066;0,008168;0,002032;0,00652;0,002027;0;0,011277;0,006655;0;0,00342;0,001339;0,003051;0,000115;0,023443;0,007582;0,00458;0,00045;0,00449;0,013585;0,001695;0,001874;0,002788;0,007098;0,001032;0,00235;0;0;0,006532;0,004088;0,00646;0;0;0;0,001244;0,084176;0,069021;0;0,073354;0,086339;0,052693;0,040223;0,035039;0,019726;0,042143;0,029398;0,032913;0,015622;0,054396;0,011263;0,012336;0,008005;0,006632;0;0,001818;0,004756;0,014882;0,004504;0,040299;0,002452;0,007889;0,043722;0,009772;0,22499;0,001612;0,02861;0,034789;0;0;0;0;0;0;0;0;0;0;0;0;0,000767;0;0;0;
eminem;0,008902;0,004088;0,010645;0,003016;0,03285;0,015587;0,00551;0,003459;0,00388;0,001152;0;0,023247;0,00758;0,005572;0,005727;0,005878;0,012702;0,007726;0,013638;0,006252;0,005282;0,003876;0,038859;0,017631;0,013762;0,001689;0,004089;0,009883;0,015138;0,009777;0,019472;0,044934;0,000796;0,000786;0,000696;0,0009;0,000189;0,0019;0,000652;0,001921;0,002432;0,00067;0,001157;0,000711;0,001028;0,000658;0,000348;0,000698;0,001244;0,001236;0,004163;0,001886;0,000429;0;0,001036;0,001302;0,000411;0,000823;0,00112;0,000579;0,001587;0,0008;0,000619;0,001175;0,002256;0,004137;0,002154;0,001174;0,005404;0,002561;0,001769;0,004948;0,009381;0,002107;0,01072;0,001916;0,059504;0,081743;0;0,014204;0,002801;0,002229;0,001579;0,000397;0,005279;0,001951;0,010533;0,009099;0,011449;0,010313;0,001454;0,010055;0,00636;0,002307;0,004973;0,006675;0,017864;0,04006;0,029888;0,026234;0,018447;0,013921;0;0,020267;0,033465;0,018788;0,028029;0,018221;0,024291;0,019604;0,01177;0,027115;0,023126;0,004714;0,001695;0,007753;0,007662;0,009017;0,005072;0,003644;0,005399;0,023603;0,014228;0,014762;0,001001;0,004064;0,007558;0,005253;1;0,908031;0,884641;0,405947;0,919062;0,963079;0,466335;0,77417;0,914333;0,903461;0,94336;0,933623;0,932892;0,952495;0,859064;0,93746;0,000616;0,006284;0,001261;0;0,011808;0,019082;0,001531;0,008325;0,007028;0,427347;0,008931;0,019272;0,007123;0,002571;0,000667;0,00385;0,002249;0;0,000071;0,00044;0,385034;0;0,194004;0,027793;0,062931;0,015808;0,003681;0,000279;0,004273;0,071516;0,018415;0,000202;0,015345;0,01144;0;0,021299;0,013263;0,016881;0,008999;0,00732;0,00514;0,015837;0,006346;0,005944;0,009923;0,010877;0,002713;0,003474;0,068448;0,074076;0,058833;0,202616;0,053176;0,069074;0,084212;0,050812;0,072107;0,080968;0,071116;0,086518;0,056474;0,114553;0,073873;0,052782;0;0;0;0;0;0;0;0;0;0;0;0;0,002079;0;0;0;
drdre;0,002107;0,000797;0,001619;0,00054;0,002866;0,000936;0,002652;0,000813;0,001165;0,000174;0;0,004941;0,001296;0,00047;0,000814;0,000897;0,002559;0,000442;0,001583;0,000886;0,00033;0,000312;0,001669;0,001887;0,002379;0,000454;0,000456;0,000838;0,001241;0,001284;0,003736;0;0,000233;0,000345;0,000306;0,000335;0,000051;0,000919;0,000315;0,000885;0,000619;0,000648;0,000466;0,000344;0,000497;0,000318;0,000168;0,000338;0,000354;0,000527;0,001413;0,000472;0,000173;0;0,000417;0,000175;0,000166;0,000332;0,000478;0,000292;0,00084;0,000351;0,000166;0,000592;0,001165;0,001333;0,00103;0,000999;0,001654;0,001158;0,001425;0,001512;0,001236;0,000975;0,000737;0,001255;0,043901;0,086843;0;0,016442;0,000752;0,000975;0,000636;0,000107;0,001418;0,00073;0,003254;0,002444;0,003061;0,002941;0,000391;0,002881;0,002158;0,001062;0,001336;0,002312;0,007198;0,01452;0,007272;0,004933;0,000792;0,004962;0;0,003058;0,006396;0,007153;0,006049;0,005919;0,008506;0,001439;0,005048;0,007642;0,004089;0,001002;0,000607;0,002099;0,001935;0,00178;0,001724;0,000944;0,001008;0,004569;0,002516;0,002211;0,002582;0,001461;0,005892;0,001474;0,908031;1;0,849118;0,42905;0,899867;0,959982;0,509991;0,763981;0,974673;0,99698;0,900171;0,935512;0,886927;0,95554;0,985397;0,874942;0,003858;0,005205;0,005131;0,00518;0,010128;0,008571;0,002755;0,004243;0,007579;0,413962;0,007673;0,006222;0,007862;0,000533;0,004467;0,005217;0,000604;0;0;0,000118;0,369091;0,000057;0,186658;0,013997;0,066567;0,000455;0,00089;0,000045;0,004639;0,07305;0,000577;0,000108;0,003759;0,002659;0;0,0029;0,003174;0,003481;0,002663;0,002009;0,001693;0,002732;0,002206;0,001707;0,002147;0,002368;0,000903;0,000949;0,003783;0,004248;0;0,147464;0,000248;0,002964;0,03814;0,007575;0,013284;0,019623;0,003189;0,024051;0,003135;0,063963;0,005969;0,003038;0;0;0;0;0;0;0;0;0;0;0;0;0,000951;0;0;0;
publicenemy;0,00338;0,001092;0,003759;0,000863;0,002559;0,001133;0,001268;0,002388;0,00084;0,000265;0;0,007581;0,002466;0,000716;0,00124;0,00131;0,008627;0,001468;0,004067;0,020566;0,000503;0,069916;0,013487;0,010311;0,003688;0,000518;0,048465;0,001053;0,001559;0,00187;0,0064;0;0,000466;0,000526;0,000466;0,00051;0,000058;0,001399;0,00048;0,001263;0,000942;0,000493;0,000639;0,000523;0,000757;0,000485;0,000256;0,000514;0,000471;0,000803;0,002084;0,001077;0,000263;0;0,000613;0,000266;0,000252;0,000505;0,000728;0,000333;0,000626;0,000535;0,00019;0,000676;0,001171;0,000996;0,000805;0,00042;0,00107;0,001322;0,001315;0,000995;0,001411;0,00099;0,000655;0,001213;0,048193;0,099137;0;0,017316;0,001964;0,002169;0,001651;0,000852;0,00256;0,002309;0,009694;0,004073;0,023072;0,009811;0,001594;0,01563;0,003785;0,001365;0,004959;0,017999;0,009108;0,031775;0,015782;0,017036;0,014849;0,006529;0,015636;0,019471;0,017959;0,008618;0,012314;0,009224;0,011382;0,045363;0,026427;0,015338;0,011829;0,003977;0,000867;0,008362;0,043418;0,015663;0,010856;0,050611;0,004121;0,010393;0,006595;0,00596;0,052351;0,002532;0,010801;0,031614;0,884641;0,849118;1;0,51441;0,905082;0,876881;0,718151;0,913457;0,83595;0,854518;0,927997;0,909706;0,934669;0,8693;0,813781;0,864854;0,000654;0,001339;0,003424;0;0,007156;0,006142;0;0,000923;0,005009;0,393973;0,005716;0,005123;0,007217;0,00142;0,000378;0,000698;0,002967;0;0,002163;0,000135;0,389564;0,00273;0,212785;0,01768;0,079672;0,019031;0,000949;0,000051;0,005462;0,081171;0,025873;0,000062;0,006156;0,00405;0;0,004992;0,004744;0,004706;0,003275;0,003954;0,002262;0,003577;0,002577;0,002058;0,002918;0,002704;0,001194;0,001247;0,017569;0,002948;0;0,167652;0,01726;0,028574;0,04662;0,030136;0,008339;0,021236;0,003923;0,028749;0,005198;0,07055;0,00487;0,001959;0;0;0;0;0;0;0;0;0;0;0;0;0,001448;0;0;0;
missyelliot;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002561;0;0;0;0;0;0;0;0,003514;0;0;0;0;0;0;0;0;0,123582;0;0;0,003329;0,006394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002201;0;0;0,003568;0,280892;0,11436;0,016341;0,009503;0,003322;0,009099;0,118951;0,102198;0,00219;0;0,002467;0,221023;0,040667;0,114906;0;0,043755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,015219;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002984;0;0,405947;0,42905;0,51441;1;0,499344;0,43825;0,311085;0,547959;0,402706;0,445843;0,512154;0,496337;0,509872;0,420126;0,40289;0,435293;0;0,005651;0;0;0,008517;0,007596;0;0;0,002566;0,149182;0,005744;0;0,002907;0;0,042374;0;0;0;0;0,003563;0,209823;0;0,129442;0,006616;0,104097;0;0;0;0,002882;0,037174;0;0;0;0;0;0;0;0;0;0,002576;0;0;0,012085;0;0;0;0;0;0;0;0;0,119819;0;0,08477;0,032736;0,256146;0,003056;0,014782;0;0,023473;0;0,046662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
cypresshill;0,012093;0,001866;0,002778;0,001896;0,008476;0,001805;0,003681;0,002039;0,001937;0,000272;0;0,009883;0,004694;0,000794;0,001271;0,002392;0,017968;0,006157;0,020116;0,003603;0,000988;0,000487;0,036694;0,013682;0,019194;0,003716;0,000712;0,006868;0,010695;0,003574;0,016614;0;0,001979;0,000606;0,000478;0,000588;0,000417;0,001433;0,000492;0,001294;0,000966;0,000505;0,000655;0,000536;0,000776;0,000497;0,000263;0,000527;0,001794;0,000823;0,007163;0,003864;0,000337;0;0,001047;0,000273;0,000258;0,000517;0,000808;0,000751;0,001411;0,000548;0,001362;0,001524;0,002345;0,00048;0,001206;0,001538;0,001484;0,001531;0,00077;0,002521;0,001786;0,003044;0,001246;0,001073;0,048544;0,102483;0;0,018343;0,01195;0,00907;0,006498;0,006861;0,016864;0,007688;0,022542;0,021195;0,024715;0,025898;0,008034;0,021863;0,022414;0,012223;0,013288;0,015295;0,06254;0,121758;0,120505;0,109085;0,037301;0,05043;0;0,085781;0,109601;0,062615;0,089062;0,064653;0,089256;0,063583;0,028734;0,100939;0,062721;0,013831;0,00515;0,019935;0,026045;0,024834;0,014466;0,012642;0,013908;0,063165;0,051982;0,048027;0,001983;0,011852;0,01327;0,016419;0,919062;0,899867;0,905082;0,499344;1;0,919169;0,611946;0,829397;0,8912;0,908547;0,94605;0,939219;0,936352;0,910517;0,86091;0,896704;0,002727;0,009493;0,002557;0;0,020397;0,015046;0,000096;0,006479;0,006229;0,411981;0,006024;0,036575;0,019869;0,008519;0,001258;0,004566;0,005231;0;0,000067;0,000969;0,40101;0;0,218327;0,015418;0,077748;0,00213;0,001805;0,000368;0,005596;0,083635;0;0,000444;0,034296;0,021992;0;0,027153;0,030969;0,020866;0,015534;0,013806;0,008135;0,016222;0,01144;0,012099;0,007409;0,019397;0,004561;0,004942;0,006583;0,006734;0;0,170194;0,001696;0,008407;0,042183;0,023048;0,016259;0,024916;0,02337;0,039713;0,040121;0,07843;0,018274;0,021249;0;0;0;0;0;0;0;0;0;0;0;0;0,00159;0;0;0;
50cent;0,003991;0,00131;0,006468;0,000847;0,023004;0,011049;0,002971;0,002537;0,002748;0,000325;0;0,013966;0,005047;0,004329;0,003285;0,001844;0,005688;0,00225;0,004679;0,002039;0,000576;0,000933;0,022904;0,011566;0,005237;0,001016;0,000738;0,004227;0,007367;0,00491;0,011135;0,032458;0,000457;0,00058;0,000629;0,000563;0,000114;0,001372;0,000942;0,001797;0,001964;0,000544;0,0035;0,000513;0,000743;0,000476;0,000251;0,000505;0,000793;0,000985;0,003034;0,001116;0,000323;0;0,000802;0,000326;0,000309;0,000557;0,000773;0,000523;0,005771;0,000525;0,000373;0,001658;0,008513;0,013045;0,009783;0,009777;0,013897;0,010151;0,011549;0,012274;0,012379;0,002752;0,013578;0,010165;0,074187;0,097307;0,00622;0,027372;0,001686;0,001438;0,001102;0,000239;0,003178;0,001321;0,006504;0,005432;0,006908;0,006068;0,000875;0,006154;0,003843;0,001389;0,002994;0,004071;0,008297;0,022636;0,012846;0,011361;0,010495;0,006526;0;0,00966;0,016249;0,009113;0,014594;0,008535;0,010966;0,009674;0,006513;0,012678;0,011267;0,002542;0,000907;0,004977;0,003872;0,00496;0,002759;0,001939;0,003032;0,012778;0,00647;0,007284;0,000723;0,002202;0,006436;0,002824;0,963079;0,959982;0,876881;0,43825;0,919169;1;0,483759;0,777524;0,964269;0,959386;0,941673;0,966174;0,925705;0,992018;0,934175;0,916859;0,0003;0,00704;0,000797;0;0,012087;0,018407;0,002764;0,007743;0,008779;0,42629;0,011161;0,012429;0,005513;0,001326;0,000695;0,004687;0,001151;0,000327;0,000064;0,000265;0,38671;0;0,199695;0,02817;0,067739;0,011278;0,002526;0,000352;0,004447;0,072176;0,014924;0,000121;0,009085;0,007499;0;0,0138;0,007792;0,011263;0,005692;0,005268;0,003269;0,010417;0,00601;0,003666;0,007384;0,006796;0,001757;0,002286;0,051763;0,055918;0,042497;0,20544;0,039339;0,054825;0,087818;0,041353;0,053688;0,073492;0,049973;0,071682;0,037998;0,113795;0,05219;0,037445;0;0;0;0;0;0;0;0;0;0;0;0;0,001522;0;0;0;
rundmc;0,005267;0,004463;0,009063;0,003402;0,006565;0,004627;0,00259;0,004877;0,002575;0,001218;0;0,032521;0,002591;0,003289;0,0057;0,005234;0,004333;0;0;0,003918;0,001541;0,002186;0,005985;0,004661;0,005353;0;0,003193;0;0;0,007435;0,014904;0;0,001224;0,002417;0,002142;0,002343;0;0,00643;0,002208;0,005806;0,004331;0,002266;0,002937;0,002406;0,00348;0,002228;0,001178;0,002364;0,001238;0,00369;0,002472;0;0,00121;0;0,002504;0,001224;0,001159;0,002321;0,003344;0,001226;0,002301;0,00246;0;0,002486;0,001957;0,002154;0,003416;0,001104;0,00463;0,00317;0,003454;0,002887;0,005342;0,003034;0,002579;0,00304;0,051884;0,097228;0;0,018608;0;0,003233;0,003643;0;0;0,003537;0,004617;0;0;0,004044;0;0,003781;0,004046;0,002788;0;0,002972;0,003262;0,016349;0,008983;0;0;0,002265;0;0,004099;0,005132;0,003086;0,004097;0,003854;0;0;0;0,004674;0,004926;0;0;0,008327;0,002903;0,001579;0,003102;0,002202;0;0,00492;0,002598;0;0,101135;0,002447;0,012866;0,001997;0,466335;0,509991;0,718151;0,311085;0,611946;0,483759;1;0,7924;0,477598;0,533922;0,602481;0,582945;0,623078;0,472931;0,510753;0,499761;0;0;0;0;0,006182;0,005514;0;0;0,005588;0,253889;0,007255;0,004051;0,00633;0;0;0;0,039636;0,038338;0,037657;0,038792;0,321695;0,037336;0,248316;0,050426;0,081372;0,037314;0,038924;0,024157;0,037654;0,105234;0,034408;0,035539;0;0;0;0;0;0,007458;0,006022;0,006394;0,00605;0,006297;0,005263;0,001992;0,010105;0;0,002994;0,002989;0,006272;0,010163;0;0,165205;0;0,005274;0,035439;0,009057;0,006654;0,025494;0;0,025557;0;0,07316;0,010071;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006656;0;0;0;
grandmasterflash;0,002827;0,000733;0,007818;0,000559;0,001079;0,00076;0,000426;0,005342;0,000423;0,0002;0;0,005344;0,005251;0,0006;0,000937;0,00086;0,002326;0,00157;0,003438;0,000644;0,000253;0,002634;0,029831;0,006553;0,00171;0;0,000525;0;0;0,001222;0,007003;0;0,000805;0,000397;0,000352;0,000385;0;0,001057;0,000363;0,000954;0,000712;0,025073;0,000483;0,000395;0,001144;0,001464;0,000194;0,000388;0,000203;0,000606;0,002707;0,002049;0,000199;0;0,000411;0,000201;0,00019;0,000381;0,00055;0,000201;0,000756;0,000404;0;0,001021;0,050655;0,022;0,003368;0,001813;0,001331;0,004052;0,023141;0,018027;0,001421;0,000498;0,000895;0,040735;0,049211;0,106036;0;0,023036;0,004203;0,004545;0,00286;0;0,003577;0,004972;0,023113;0,0047;0,075225;0,02094;0,004365;0,046387;0,005185;0,000458;0,013058;0,059527;0,000536;0,021636;0,001476;0,014947;0,000429;0,000372;0,059478;0,009653;0,000843;0,000507;0,000673;0,000633;0;0,11798;0,125746;0,008106;0,003893;0;0;0,013472;0,002279;0,02446;0,00051;0,008564;0,006224;0,000808;0,000427;0;0,111366;0,000348;0,010819;0,000328;0,77417;0,763981;0,913457;0,547959;0,829397;0,777524;0,7924;1;0,743225;0,772748;0,843621;0,828058;0,885427;0,766547;0,741547;0,770915;0,045118;0,061204;0,077534;0,065175;0,062572;0,057789;0,03334;0,04601;0,046912;0,395933;0,038367;0,055189;0,038164;0,002042;0,053322;0,056003;0;0;0;0,000612;0,364697;0,002225;0,210787;0,030049;0,080988;0,071156;0,002388;0;0,0055;0,07854;0,10457;0;0,005313;0,003466;0;0,001554;0,001825;0,002614;0,000989;0,003343;0,000994;0,001035;0,00294;0,000327;0,00166;0;0,000492;0,000491;0,072995;0,005442;0;0,169816;0,069374;0,118553;0,072689;0,134204;0,007872;0,02189;0,002539;0,028388;0;0,071632;0,002206;0,005631;0;0;0;0;0;0;0;0;0;0;0;0;0,001094;0;0;0;
2pac;0,003036;0,001072;0,00275;0,00086;0,006086;0,002398;0,004191;0,000863;0,001823;0,000185;0;0,006108;0,002031;0,000942;0,001038;0,000953;0,003418;0,000853;0,002427;0,00104;0,000545;0,000332;0,005794;0,005775;0,003113;0,000482;0,000484;0,001202;0,002151;0,001739;0,004562;0,003845;0,00031;0,000428;0,000487;0,000415;0,000054;0,000975;0,000781;0,001527;0,000876;0,000401;0,003415;0,000365;0,000528;0,000338;0,000179;0,000359;0,000438;0,000684;0,002;0,000501;0,000245;0;0,000507;0,000186;0,000176;0,000352;0,000564;0,000682;0,004034;0,000373;0,000177;0,000943;0,005543;0,007351;0,00691;0,006697;0,008194;0,006733;0,007393;0,006764;0,005364;0,001266;0,005955;0,006507;0,04771;0,087582;0,005894;0,02027;0,000799;0,001199;0,000737;0,000113;0,001554;0,000835;0,003642;0,00285;0,003621;0,003321;0,000415;0,003155;0,002619;0,00141;0,001418;0,002705;0,011601;0,018456;0,01399;0,008313;0,003513;0,008017;0;0,007082;0,011938;0,011237;0,009116;0,00989;0,014397;0,004686;0,003086;0,012723;0,00637;0,001345;0,001826;0,002539;0,002887;0,002503;0,002196;0,001336;0,001408;0,007464;0,005123;0,004179;0,001628;0,001872;0,006151;0,001868;0,914333;0,974673;0,83595;0,402706;0,8912;0,964269;0,477598;0,743225;1;0,970462;0,891369;0,929144;0,877642;0,960884;0,969625;0,875998;0,000162;0,001245;0,000216;0;0,006202;0,005487;0;0,00103;0,004024;0,410477;0,004909;0,004199;0,00548;0,001257;0,000571;0,000948;0,001219;0,00031;0,000061;0,000126;0,362453;0,000302;0,17973;0,016203;0,062545;0,001872;0,001827;0,000238;0,004367;0,07036;0,001392;0,000345;0,004521;0,003106;0;0,004134;0,003816;0,00528;0,003436;0,002678;0,001797;0,003821;0,003407;0,001813;0,002752;0,002735;0,000959;0,001058;0,009409;0,015303;0,005034;0,145866;0,004704;0,011095;0,04474;0,013583;0,023419;0,026357;0,00969;0,028535;0,007803;0,066362;0,014486;0,008804;0,001058;0,00111;0,000397;0;0,000416;0;0;0,000239;0,00036;0,000927;0,000292;0,000235;0,001779;0,00175;0,000676;0,000476;
snoopdogg;0,003661;0,001092;0,003549;0,000721;0,010283;0,004643;0,002345;0,001194;0,001449;0,000239;0;0,009172;0,002854;0,001556;0,001618;0,001332;0,005048;0,001527;0,003931;0,00163;0,000528;0,000428;0,010505;0,005324;0,004629;0,000932;0,000625;0,002542;0,00408;0,00282;0,007564;0,011165;0,000479;0,000532;0,000419;0,000516;0,000105;0,001259;0,000432;0,001137;0,001007;0,002551;0,000575;0,000471;0,000738;0,000545;0,000231;0,000463;0,000666;0,000722;0,002359;0,000969;0,000296;0;0,000613;0,00024;0,000227;0,000454;0,000709;0,00036;0,001577;0,000482;0,000342;0,001034;0,00709;0,005166;0,00223;0,002107;0,003739;0,002535;0,00479;0,005323;0,003847;0,001708;0,003703;0,0062;0,054912;0,093828;0;0,019752;0,001547;0,001424;0,001011;0,000219;0,002915;0,001212;0,006011;0,004983;0,006067;0,005662;0,000803;0,005645;0,003683;0,001456;0,002746;0,003928;0,010005;0,02457;0,013542;0,012473;0,010249;0,007317;0;0,010934;0,016412;0,010273;0,013838;0,009526;0,012583;0,009959;0,004284;0,013955;0,010024;0,00244;0,000832;0,004214;0,003978;0,004599;0,002986;0,002102;0,002836;0,010677;0,006061;0,006318;0,000664;0,002486;0,00687;0,002933;0,903461;0,99698;0,854518;0,445843;0,908547;0,959386;0,533922;0,772748;0,970462;1;0,907431;0,942254;0,893852;0,953658;0,984529;0,874317;0,000393;0,003903;0,000418;0;0,009247;0,010795;0,001268;0,003489;0,006608;0,410688;0,008131;0,00689;0,005998;0,001217;0,001275;0,00256;0,001055;0;0;0,000304;0,37868;0;0,200832;0,019238;0,068963;0,004267;0,001402;0,000092;0,004915;0,075895;0,005228;0,000111;0,008007;0,005967;0;0,008983;0,006955;0,007629;0,004926;0,00391;0,002887;0,006712;0,004225;0,003314;0,004452;0,005379;0,001563;0,001805;0,020414;0,022274;0,014618;0,174387;0,014;0,022356;0,055868;0,024134;0,026785;0,038974;0,020171;0,042233;0,017635;0,084441;0,022183;0,015502;0;0;0;0;0;0;0;0;0;0;0;0;0,001396;0;0;0;
