Header
;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi;
Ramones;,081668;,008704;,007498;,001273;,027222;,003076;,002831;,018301;,002815;,000288;,0;,031757;,018452;,000778;,006738;,010084;,135567;,038127;,073752;,045904;,003187;,006136;,0382;,029061;,071022;,032194;,002013;,070792;,115501;,053331;,199943;,0;,002894;,000571;,000506;,000554;,00183;,00152;,000522;,001372;,001024;,000536;,000694;,000569;,000823;,000527;,000278;,000559;,011046;,002326;,031258;,052022;,000286;,0;,004218;,000289;,000274;,000549;,000791;,005143;,00621;,000582;,015477;,004848;,016773;,011519;,006797;,00724;,005814;,008181;,028098;,023204;,006494;,015598;,007417;,011377;,001281;,003042;,0;,000795;,041281;,015795;,007823;,006811;,114609;,012402;,175822;,204647;,176601;,186833;,039406;,170652;,062261;,016421;,053873;,084076;,173748;,136571;,141151;,146949;,05262;,090748;,009438;,142712;,264927;,127615;,236387;,19376;,157219;,116108;,051822;,184364;,580859;,958056;,910345;1,0;,949198;,947886;,94272;,869633;,914143;,83961;,551378;,836131;,669803;,906533;,901767;,944183;,007753;,002099;,008362;,0;,019935;,004977;,008327;,013472;,002539;,004214;,004025;,001429;,006322;,00303;,003134;,008646;,002939;,008669;,009141;,0;,015081;,008602;,0;,004212;,001902;,005139;,000237;,030043;,009098;,005875;,000667;,006474;,02526;,001305;,001282;,004255;,008289;,000353;,003681;,002725;,0;,02498;,005962;,001616;,0;,0;,016918;,001949;,252757;,216022;,132255;,213963;,257135;,166377;,128415;,073881;,069672;,096216;,049953;,074029;,037808;,189384;,028427;,028912;,021929;,01061;,0;,003189;,070743;,042763;,013481;,085326;,003838;,012479;,069712;,01317;,265704;,002829;,037959;,054331;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001573;,0;,0;,0;
Bad Religion;,040313;,00361;,003287;,001581;,019717;,002388;,002745;,004081;,002298;,000204;,0;,013694;,01236;,000612;,000954;,004906;,055748;,01435;,045937;,022733;,002321;,04738;,043027;,027609;,047188;,012221;,033199;,022637;,033133;,007311;,046128;,0;,002869;,000472;,000359;,000457;,00137;,001076;,00037;,000972;,000725;,000379;,000492;,000403;,000582;,000373;,000197;,000396;,005041;,000618;,021236;,012769;,00027;,0;,002026;,000205;,000194;,000388;,000622;,001778;,003338;,000412;,004481;,003606;,006661;,000421;,002033;,004433;,00226;,003302;,000642;,006711;,002852;,008293;,002638;,001866;,000883;,00335;,0;,001151;,023295;,011844;,006843;,009427;,040888;,009866;,067435;,065995;,076932;,080451;,013076;,066393;,041307;,014621;,037557;,043998;,165544;,151068;,162621;,160236;,04973;,085987;,001782;,149743;,258217;,115711;,214818;,192218;,154843;,100808;,043368;,182307;,526884;,916569;,87399;,949198;1,0;,905169;,961916;,915769;,8896;,858609;,604208;,867835;,661445;,910118;,913784;,989246;,007662;,001935;,043418;,0;,026045;,003872;,002903;,002279;,002887;,003978;,00273;,000415;,001599;,002757;,002959;,009507;,003356;,01104;,00363;,0;,018376;,011566;,0;,006533;,001945;,004127;,000223;,041018;,014465;,008597;,000969;,006608;,015709;,0;,001479;,003186;,007683;,001533;,002935;,001157;,0;,008327;,003475;,00121;,0;,0;,002949;,001459;,100922;,079799;,0;,086428;,101091;,062494;,047465;,041558;,023331;,049691;,034649;,038665;,018649;,063797;,013307;,014564;,012247;,008946;,0;,002329;,007518;,021421;,007545;,051269;,005168;,01;,054776;,015741;,24223;,002368;,035773;,041284;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,00122;,0;,0;,0;
The Clash;,094505;,00806;,006468;,000727;,034805;,003841;,003018;,015485;,002925;,000071;,0;,025218;,023626;,000383;,006044;,008844;,157028;,04201;,088736;,050391;,003636;,013118;,056938;,038608;,082649;,07563;,006016;,103327;,137492;,047921;,190535;,00443;,003353;,0;,0;,0;,002302;,0;,0;,0;,000126;,0;,0;,0;,0;,0;,0;,0;,012764;,001577;,037584;,090841;,0;,0;,004304;,0;,0;,0;,0;,004642;,006301;,0;,016885;,005359;,016535;,007529;,0069;,008552;,005799;,007635;,009793;,021698;,005513;,018294;,007462;,005844;,001942;,003554;,0;,000522;,059698;,015571;,006155;,004824;,140857;,011952;,198675;,238761;,236044;,211891;,052845;,197702;,068735;,014564;,065776;,106322;,203028;,182421;,180969;,236297;,093319;,113348;,031634;,183678;,319836;,161654;,290635;,220041;,232276;,235074;,112799;,233312;,601799;,970458;,913624;,947886;,905169;1,0;,899991;,840529;,950612;,815556;,510081;,795528;,648091;,871648;,852492;,897961;,009017;,00178;,015663;,0;,024834;,00496;,001579;,02446;,002503;,004599;,003186;,000108;,013244;,002607;,003044;,00972;,009253;,011759;,010193;,0;,03619;,032432;,005483;,022147;,009897;,008968;,000117;,039825;,022894;,008471;,001113;,030994;,070349;,043029;,039526;,041803;,032142;,035918;,037599;,054729;,027362;,125292;,048838;,046686;,029368;,022638;,082366;,037899;,358121;,316307;,216165;,339347;,360723;,192658;,150104;,090719;,083579;,118417;,059856;,088646;,042527;,25155;,038839;,039707;,043969;,016973;,0058;,008127;,060576;,076881;,027245;,125613;,08535;,019925;,178808;,023288;,294814;,007209;,050527;,072757;,001219;,001279;,000457;,0;,00048;,0;,0;,000275;,000415;,001068;,000336;,00027;,000776;,002016;,0;,000549;
NoFX;,031842;,002927;,002769;,001014;,015136;,002;,002393;,003199;,001919;,000218;,0;,011819;,00927;,000588;,00102;,003933;,039376;,009906;,031648;,009812;,001792;,009515;,02233;,016537;,033728;,009086;,006919;,016846;,024384;,005763;,03494;,0;,001825;,000432;,000383;,000419;,001019;,00115;,000395;,001039;,000775;,000405;,000525;,00043;,000622;,000399;,000211;,000423;,003764;,00066;,015843;,009448;,000216;,0;,001643;,000219;,000207;,000415;,000598;,001389;,002607;,00044;,003331;,002817;,005019;,000385;,001697;,003356;,001932;,002584;,000618;,005164;,002412;,006331;,002101;,00151;,000895;,002046;,0;,000642;,018167;,009767;,006082;,008741;,031157;,008295;,050103;,048811;,055453;,060907;,010411;,048357;,031795;,01219;,028014;,031841;,130766;,08821;,094051;,094596;,028879;,056044;,0;,101873;,193705;,076924;,15654;,156891;,101058;,060336;,023749;,121224;,504823;,922448;,885127;,94272;,961916;,899991;1,0;,896533;,900083;,807968;,566904;,82408;,672673;,98386;,929499;,969258;,005072;,001724;,010856;,0;,014466;,002759;,003102;,00051;,002196;,002986;,001945;,000388;,000683;,001946;,002325;,00782;,001817;,00587;,001781;,0;,010085;,005944;,0;,003086;,001173;,00298;,000239;,021134;,006764;,004224;,000518;,004061;,02768;,033357;,016669;,003775;,006995;,000285;,002241;,000687;,0;,03033;,02941;,107701;,0;,0;,0;,001085;,073495;,06137;,0;,064863;,077189;,046558;,035546;,03077;,017676;,037254;,026047;,028856;,014415;,047432;,010056;,010991;,007915;,007002;,0;,002064;,004147;,013711;,005101;,035669;,004698;,007493;,038639;,008595;,218874;,0021;,029759;,030519;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001191;,0;,0;,0;
Dead Kennedys;,024478;,002054;,002877;,000864;,009031;,001322;,001069;,003329;,001063;,000155;,0;,008948;,006252;,000487;,001013;,002659;,031475;,008086;,022623;,021332;,001272;,054269;,023236;,016722;,022207;,00635;,037648;,012407;,018854;,006137;,029586;,0;,001322;,000384;,000272;,000372;,00061;,000817;,00028;,000737;,00055;,000288;,000373;,000305;,000442;,000283;,00015;,0003;,002594;,000547;,010044;,007825;,00023;,0;,001113;,000155;,000147;,000295;,000495;,001012;,001705;,000312;,002513;,001736;,003728;,001162;,001301;,002102;,001396;,00208;,002339;,004094;,001696;,004093;,001528;,001737;,000688;,001695;,0;,000626;,010103;,004721;,004087;,01151;,020614;,005614;,036937;,035898;,04646;,045438;,006399;,039131;,01752;,007317;,01781;,027301;,108458;,079231;,070552;,076568;,037773;,037102;,008112;,097204;,16266;,05069;,11629;,136359;,07032;,074866;,029981;,090659;,491725;,876494;,841389;,869633;,915769;,840529;,896533;1,0;,861567;,680071;,401667;,682801;,674246;,865505;,872231;,926692;,003644;,000944;,050611;,0;,012642;,001939;,002202;,008564;,001336;,002102;,001462;,000295;,004609;,002427;,001684;,00912;,001986;,005064;,003319;,0;,007913;,005265;,0;,003071;,000852;,002031;,000127;,018261;,006366;,004261;,000662;,003008;,008456;,000078;,00176;,001419;,006693;,001972;,001227;,002342;,0;,012737;,001819;,000539;,0;,0;,013493;,00065;,052175;,046384;,007479;,048678;,059796;,033052;,025016;,01966;,012772;,024345;,015907;,018525;,009526;,034005;,006653;,007149;,012809;,004374;,0;,001358;,014462;,022236;,007604;,033887;,00142;,004709;,024792;,00701;,18858;,001262;,021245;,018298;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000966;,0;,0;,0;
Buzzcocks;,040937;,003297;,003566;,000364;,020454;,002898;,00183;,006109;,001737;,0;,0;,011242;,012151;,000352;,000513;,004708;,053836;,015982;,043584;,0112;,002227;,000491;,029935;,02121;,043788;,056226;,000068;,044328;,057896;,012359;,063596;,004884;,001888;,0;,0;,0;,001303;,0;,0;,0;,00007;,0;,0;,0;,0;,0;,0;,0;,004771;,000079;,020403;,046017;,0;,0;,001609;,0;,0;,0;,0;,002047;,003203;,0;,005159;,003034;,007922;,003251;,001682;,004112;,001933;,003802;,010058;,009212;,003284;,007649;,003921;,004622;,002142;,002204;,0;,000288;,03284;,008308;,003199;,002732;,057941;,00621;,070352;,086529;,096841;,082686;,022886;,071105;,034048;,008238;,035587;,045506;,143468;,117006;,101848;,155092;,076559;,063145;,080019;,158423;,223474;,089353;,182011;,167483;,144162;,235257;,144545;,139211;,548676;,970195;,939968;,914143;,8896;,950612;,900083;,861567;1,0;,743685;,453334;,740327;,662133;,879607;,881469;,892858;,005399;,001008;,004121;,0;,013908;,003032;,0;,006224;,001408;,002836;,002095;,000119;,003559;,001497;,001703;,007393;,007574;,00702;,007812;,0;,026179;,026069;,005047;,018588;,008213;,006485;,000129;,02316;,016656;,005429;,000948;,025615;,013607;,000473;,000464;,00303;,008355;,00023;,004484;,01466;,0;,05124;,004081;,001151;,0;,0;,024119;,001388;,163802;,146645;,136199;,172723;,172493;,064198;,047691;,040011;,023318;,049261;,032661;,037677;,017528;,096097;,012758;,013954;,020749;,01313;,006395;,007784;,035853;,033813;,014392;,060397;,077694;,014492;,132563;,016484;,240857;,006905;,037093;,043535;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Green Day;,104646;,009919;,011035;,003271;,074918;,014823;,009858;,011934;,008279;,000403;,0;,038849;,03878;,003992;,003666;,013762;,155727;,042152;,131559;,02918;,006485;,002791;,119959;,070201;,135217;,036299;,002265;,07038;,103382;,023424;,139993;,028762;,007411;,000743;,000608;,00072;,004039;,001824;,000626;,001812;,002048;,000643;,000833;,000683;,000987;,000632;,000334;,000671;,014691;,001163;,061945;,038764;,000401;,0;,005566;,000405;,000384;,000713;,001002;,005042;,009684;,000698;,01354;,01011;,019668;,002954;,006031;,013152;,00821;,009745;,001415;,021343;,012233;,024101;,013495;,005175;,014189;,008609;,0;,002417;,065956;,030627;,014242;,013546;,121502;,023192;,202166;,200949;,226834;,228022;,037072;,196712;,115785;,03432;,110089;,127897;,351525;,386552;,438649;,442774;,132513;,253128;,0;,326393;,578315;,340587;,554608;,362335;,437793;,24601;,11069;,497521;,620396;,763038;,690453;,83961;,858609;,815556;,807968;,680071;,743685;1,0;,797577;,974998;,493805;,748787;,792944;,823971;,023603;,004569;,010393;,0;,063165;,012778;,00492;,000808;,007464;,010677;,008347;,001451;,003116;,006128;,006601;,012993;,008269;,028259;,008676;,0;,047333;,034791;,0;,018618;,005496;,010682;,00123;,106741;,034147;,020979;,002382;,017968;,041204;,0;,000057;,009392;,014551;,000056;,019955;,013081;,000088;,028006;,012015;,003611;,0;,0;,010986;,004302;,299659;,219586;,002785;,252586;,276233;,189342;,141478;,122605;,069159;,150503;,101195;,114514;,056314;,19365;,039074;,043111;,068656;,066851;,037658;,045452;,049494;,092776;,049042;,166675;,056737;,066732;,198082;,078602;,437797;,040105;,120912;,150045;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001978;,0;,000632;,0;
Blink 182;,051177;,004903;,004186;,003057;,030651;,004217;,005302;,006393;,004371;,000243;,0;,01767;,018114;,001807;,001594;,006953;,076685;,022825;,073382;,013353;,003155;,000491;,08996;,040267;,07213;,017597;,000532;,032876;,049123;,010396;,065456;,003797;,005136;,000422;,000321;,000409;,001973;,000963;,000331;,001044;,001135;,000339;,00044;,00036;,000521;,000334;,000176;,000354;,00717;,000614;,030424;,018352;,000242;,0;,002751;,000244;,000231;,000406;,000557;,002448;,004634;,000369;,006451;,004966;,009481;,000753;,002843;,006503;,003294;,004486;,000575;,009611;,004496;,011779;,004378;,002479;,002456;,006426;,0;,002284;,02919;,012646;,005094;,004135;,055016;,009302;,094756;,095116;,107598;,108869;,015156;,093504;,053781;,014803;,051824;,059367;,199534;,281858;,307481;,289304;,093664;,141598;,0;,230636;,353961;,187255;,298667;,213085;,255021;,169091;,078154;,285118;,331016;,465983;,432107;,551378;,604208;,510081;,566904;,401667;,453334;,797577;1,0;,854103;,296649;,484674;,639192;,581993;,014228;,002516;,006595;,0;,051982;,00647;,002598;,000427;,005123;,006061;,004791;,000557;,001335;,003957;,004362;,009712;,006769;,023156;,006712;,0;,037587;,025198;,0;,015169;,003661;,006489;,0004;,087586;,032822;,019113;,002255;,012321;,021534;,0;,0;,004587;,00658;,0;,006113;,003223;,000093;,010315;,005411;,001789;,0;,0;,001924;,002101;,149507;,107718;,0;,121765;,136285;,090384;,067871;,060635;,033155;,071483;,049463;,055541;,026629;,092034;,018937;,020798;,021192;,019397;,004971;,009152;,012372;,032868;,014605;,075673;,015896;,020112;,092087;,03701;,264667;,007712;,05342;,064197;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001092;,0;,0;,0;
Sum 41;,073375;,005974;,004125;,001882;,043177;,005574;,003883;,006528;,003722;,006459;,0;,01816;,025112;,000587;,001099;,008408;,107656;,04755;,116396;,018461;,004249;,0;,084375;,047669;,095783;,025498;,0;,047787;,07006;,013038;,091902;,008142;,00531;,0;,0;,0;,002859;,0;,0;,0;,000116;,0;,0;,0;,0;,0;,0;,0;,009941;,0;,043011;,026513;,0;,0;,003352;,0;,0;,0;,0;,003281;,006242;,0;,009348;,006656;,013205;,000577;,003171;,008864;,003718;,005885;,000123;,013501;,005393;,016244;,006352;,002821;,00357;,005921;,0;,001488;,04991;,023312;,010989;,011744;,090211;,017738;,147239;,145731;,165809;,168596;,02924;,144091;,086523;,02672;,081852;,097184;,267805;,299104;,334318;,343529;,100485;,18706;,0;,256923;,454376;,248657;,418865;,285282;,326107;,190227;,082684;,379671;,528016;,760787;,706006;,836131;,867835;,795528;,82408;,682801;,740327;,974998;,854103;1,0;,508159;,760006;,841978;,838894;,014762;,002211;,00596;,0;,048027;,007284;,0;,0;,004179;,006318;,004675;,000199;,000409;,004293;,003633;,010031;,006485;,021403;,006512;,0;,035802;,024374;,0;,013221;,003973;,007011;,000214;,080089;,027385;,016236;,001628;,013053;,02927;,0;,0;,006647;,009877;,0;,008854;,003086;,0;,015472;,007203;,002524;,0;,0;,002948;,003045;,210268;,154966;,0;,175322;,197189;,128741;,096819;,08568;,046565;,102536;,070453;,079976;,036128;,133759;,026717;,02945;,029719;,026482;,01066;,01363;,020946;,046991;,018888;,106785;,017558;,029342;,123676;,06147;,370507;,01209;,069324;,09379;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
The Misfits;,007822;,000872;,007084;,000665;,001283;,000904;,000506;,004765;,000503;,000238;,0;,006355;,004557;,00075;,001225;,001023;,002202;,001318;,002886;,000766;,000301;,002136;,025229;,005769;,001046;,0;,000624;,0;,0;,001453;,006592;,0;,000239;,000472;,000419;,000458;,0;,001256;,000431;,001134;,000846;,000443;,000574;,00047;,00068;,000435;,00023;,000462;,000242;,000721;,002415;,00172;,000236;,0;,000489;,000239;,000226;,000454;,000654;,00024;,00045;,000481;,0;,000486;,001912;,002104;,000668;,000216;,000905;,002272;,002475;,000564;,001044;,000593;,000504;,002178;,000977;,000373;,0;,00035;,003528;,004001;,00261;,0;,003003;,004377;,019668;,003946;,06315;,021359;,003664;,039158;,004586;,000545;,010962;,050143;,048019;,005354;,001755;,0;,0;,000443;,049931;,035442;,058836;,000603;,028123;,070603;,003651;,105232;,072812;,017201;,338179;,668318;,647785;,669803;,661445;,648091;,672673;,674246;,662133;,493805;,296649;,508159;1,0;,658999;,662923;,666413;,001001;,002582;,052351;,0;,001983;,000723;,101135;,111366;,001628;,000664;,000562;,000363;,034528;,000182;,012572;,004881;,0;,0;,010006;,0;,0;,0;,0;,0;,0;,000781;,000196;,000792;,0;,0;,0;,0;,0;,0;,0;,0;,004153;,001868;,0;,014415;,0;,059734;,001947;,0;,0;,0;,082621;,0;,00446;,009547;,0;,00538;,011107;,002623;,001177;,001666;,001182;,001231;,001028;,000389;,001975;,0;,000585;,000584;,050248;,001986;,0;,001194;,054361;,085131;,028975;,07114;,0;,001208;,001611;,0;,112729;,001059;,00995;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001301;,0;,0;,0;
Rancid;,027632;,002314;,002142;,000761;,012482;,001623;,002054;,002529;,001649;,000149;,0;,008975;,007667;,000401;,000696;,003129;,032199;,008335;,026411;,005916;,001457;,000267;,018726;,013223;,027923;,007553;,00039;,014015;,020341;,004593;,028619;,0;,001494;,000295;,000261;,000286;,000847;,000785;,000269;,000708;,000528;,000277;,000358;,000294;,000425;,000272;,000144;,000288;,003096;,00045;,013119;,007854;,000148;,0;,001299;,000149;,000141;,000283;,000408;,001122;,002106;,0003;,002769;,002275;,00412;,000263;,00132;,002828;,001553;,002063;,000421;,004227;,001909;,005182;,001678;,001175;,000661;,001686;,0;,000547;,01253;,005588;,002741;,003823;,023616;,004531;,040898;,040292;,045648;,050954;,006506;,039732;,022363;,006463;,022246;,025627;,11814;,074887;,077378;,077731;,025429;,045252;,0;,091521;,171317;,063015;,134232;,144302;,083704;,052352;,01989;,101412;,493631;,897989;,86163;,906533;,910118;,871648;,98386;,865505;,879607;,748787;,484674;,760006;,658999;1,0;,897052;,916955;,004064;,001461;,002532;,0;,011852;,002202;,002447;,000348;,001872;,002486;,00158;,000284;,000583;,001422;,001998;,007511;,001566;,004985;,001497;,0;,008508;,005005;,0;,00264;,000982;,002378;,000183;,017731;,005746;,003639;,000477;,003432;,0431;,059577;,032935;,011738;,011513;,007289;,008451;,007735;,005674;,051284;,051672;,172253;,006126;,004741;,006717;,00784;,061214;,052175;,0;,054966;,066482;,038537;,029389;,025514;,014533;,030818;,021513;,023935;,011714;,039431;,00828;,009057;,006505;,005649;,0;,001615;,0035;,011326;,004324;,029649;,004352;,006159;,032243;,007297;,204641;,001653;,026761;,025411;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000812;,0;,000816;,0;
Screeching Weasel;,016671;,001338;,002581;,000612;,009511;,002635;,002406;,001608;,001389;,000146;,0;,007659;,004505;,000854;,000889;,001757;,015535;,004449;,013503;,003112;,00097;,000328;,014609;,008849;,013639;,003426;,000383;,006807;,009994;,00312;,014814;,004558;,000807;,000435;,000257;,000421;,000384;,000771;,000265;,000696;,000584;,000272;,000352;,000288;,000417;,000267;,000141;,000283;,001633;,000959;,006446;,003628;,00029;,0;,000751;,000147;,000139;,000278;,000535;,000588;,00115;,000295;,001256;,001192;,002112;,000646;,000887;,001323;,001318;,00133;,000552;,002539;,001921;,002546;,001907;,00085;,003148;,002172;,0;,000645;,00893;,006073;,004805;,008252;,01359;,005725;,020538;,018813;,024052;,028092;,005691;,020343;,015717;,008468;,011771;,014968;,091975;,051391;,042273;,047457;,028919;,024644;,001915;,073308;,134198;,033305;,085236;,119738;,047041;,045166;,013865;,061782;,455588;,890205;,861287;,901767;,913784;,852492;,929499;,872231;,881469;,792944;,639192;,841978;,662923;,897052;1,0;,924899;,007558;,005892;,010801;,002984;,01327;,006436;,012866;,010819;,006151;,00687;,007247;,006131;,008245;,005869;,006499;,012355;,001298;,003187;,001215;,0;,004803;,004019;,0;,002289;,00059;,003775;,00042;,011232;,003461;,002831;,000677;,002071;,006615;,005296;,002601;,001116;,009224;,000072;,004957;,0038;,000502;,009736;,005974;,017294;,00006;,000776;,004819;,000409;,028452;,029178;,0;,030108;,036954;,018912;,013976;,011891;,006982;,015436;,010097;,010984;,006385;,018093;,003949;,004361;,012345;,010764;,005968;,008729;,00886;,015683;,009964;,020978;,012638;,009757;,022173;,010235;,204449;,007689;,027573;,016332;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001026;,0;,0;,0;
Pennywise;,034876;,002955;,002283;,000849;,016318;,001798;,001715;,00323;,001705;,00014;,0;,010612;,010221;,000379;,000657;,004039;,046261;,011315;,036092;,01726;,001908;,033294;,024667;,020041;,038121;,01042;,023355;,01931;,027949;,005941;,038712;,0;,001974;,000278;,000247;,00027;,001168;,000741;,000254;,000669;,000499;,000261;,000338;,000277;,000401;,000257;,000136;,000272;,004205;,000425;,017862;,010835;,000139;,0;,001658;,000141;,000133;,000267;,000385;,001482;,002782;,000283;,00382;,003006;,005579;,000248;,001639;,00375;,0018;,002678;,000398;,005652;,002285;,006988;,002178;,001459;,000576;,002086;,0;,000568;,020274;,010301;,006993;,013854;,035234;,009504;,056841;,055908;,063334;,06853;,011472;,055029;,035086;,014074;,0319;,035942;,137055;,097707;,104433;,105982;,031721;,06221;,0;,10865;,207018;,085604;,17141;,162557;,11184;,066311;,02682;,132906;,505767;,918346;,880923;,944183;,989246;,897961;,969258;,926692;,892858;,823971;,581993;,838894;,666413;,916955;,924899;1,0;,005253;,001474;,031614;,0;,016419;,002824;,001997;,000328;,001868;,002933;,001823;,000214;,00022;,002738;,002066;,008168;,002032;,00652;,002027;,0;,011277;,006655;,0;,00342;,001339;,003051;,000115;,023443;,007582;,00458;,00045;,00449;,013585;,001695;,001874;,002788;,007098;,001032;,00235;,0;,0;,006532;,004088;,00646;,0;,0;,0;,001244;,084176;,069021;,0;,073354;,086339;,052693;,040223;,035039;,019726;,042143;,029398;,032913;,015622;,054396;,011263;,012336;,008005;,006632;,0;,001818;,004756;,014882;,004504;,040299;,002452;,007889;,043722;,009772;,22499;,001612;,02861;,034789;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000767;,0;,0;,0;
Eminem;,008902;,004088;,010645;,003016;,03285;,015587;,00551;,003459;,00388;,001152;,0;,023247;,00758;,005572;,005727;,005878;,012702;,007726;,013638;,006252;,005282;,003876;,038859;,017631;,013762;,001689;,004089;,009883;,015138;,009777;,019472;,044934;,000796;,000786;,000696;,0009;,000189;,0019;,000652;,001921;,002432;,00067;,001157;,000711;,001028;,000658;,000348;,000698;,001244;,001236;,004163;,001886;,000429;,0;,001036;,001302;,000411;,000823;,00112;,000579;,001587;,0008;,000619;,001175;,002256;,004137;,002154;,001174;,005404;,002561;,001769;,004948;,009381;,002107;,01072;,001916;,059504;,081743;,0;,014204;,002801;,002229;,001579;,000397;,005279;,001951;,010533;,009099;,011449;,010313;,001454;,010055;,00636;,002307;,004973;,006675;,017864;,04006;,029888;,026234;,018447;,013921;,0;,020267;,033465;,018788;,028029;,018221;,024291;,019604;,01177;,027115;,023126;,004714;,001695;,007753;,007662;,009017;,005072;,003644;,005399;,023603;,014228;,014762;,001001;,004064;,007558;,005253;1,0;,908031;,884641;,405947;,919062;,963079;,466335;,77417;,914333;,903461;,94336;,933623;,932892;,952495;,859064;,93746;,000616;,006284;,001261;,0;,011808;,019082;,001531;,008325;,007028;,427347;,008931;,019272;,007123;,002571;,000667;,00385;,002249;,0;,000071;,00044;,385034;,0;,194004;,027793;,062931;,015808;,003681;,000279;,004273;,071516;,018415;,000202;,015345;,01144;,0;,021299;,013263;,016881;,008999;,00732;,00514;,015837;,006346;,005944;,009923;,010877;,002713;,003474;,068448;,074076;,058833;,202616;,053176;,069074;,084212;,050812;,072107;,080968;,071116;,086518;,056474;,114553;,073873;,052782;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,002079;,0;,0;,0;
